examMgmtNo,emOpenSeq,금융기관명,제재조치일,관련부서,기관제재내용,임원제재내용,직원제재내용,첨부파일명,첨부파일URL
201300867,2,SM신용정보 주식회사,20160622,IT·금융정보보호단,임원 제재대상,직원 제재대상,과태료 각 70만원 부과 : 위임직채권추심인 7명,201300867_02_SM신용정보 제재내용 홈페이지 공개안.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201300867_02_SM%EC%8B%A0%EC%9A%A9%EC%A0%95%EB%B3%B4+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%ED%99%88%ED%8E%98%EC%9D%B4%EC%A7%80+%EA%B3%B5%EA%B0%9C%EC%95%88.hwp
201300140,2,새한신용정보 주식회사,20160622,IT·금융정보보호단,임원 제재대상,직원 제재대상,과태료 각 70만원 부과 : 채권추심인 2명,201300140_02_새한신용정보 제재내용 홈페이지 공개안.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201300140_02_%EC%83%88%ED%95%9C%EC%8B%A0%EC%9A%A9%EC%A0%95%EB%B3%B4+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%ED%99%88%ED%8E%98%EC%9D%B4%EC%A7%80+%EA%B3%B5%EA%B0%9C%EC%95%88.hwp
201500751,1,부산하나로카드㈜,20160610,IT검사실,과태료(25백만원),주의 1명,첨부파일,201500751_01_부산하나로카드_제재내용_공시_FN.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500751_01_%EB%B6%80%EC%82%B0%ED%95%98%EB%82%98%EB%A1%9C%EC%B9%B4%EB%93%9C_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C_FN.hwp
201500752,1,(주)이비카드,20160610,IT검사실,과태료(25백만원),주의 1명,주의 2명,201500752_01_이비카드_제재내용_공시_FN.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500752_01_%EC%9D%B4%EB%B9%84%EC%B9%B4%EB%93%9C_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C_FN.hwp
201600026,1,고려신용정보 주식회사,20160608,IT·금융정보보호단,임원 제재대상,직원 제재대상,위임직채권추심인(4명) 과태료 부과,201600026_01_고려신용정보 제재내용 홈페이지 공개안(문책).hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201600026_01_%EA%B3%A0%EB%A0%A4%EC%8B%A0%EC%9A%A9%EC%A0%95%EB%B3%B4+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%ED%99%88%ED%8E%98%EC%9D%B4%EC%A7%80+%EA%B3%B5%EA%B0%9C%EC%95%88%28%EB%AC%B8%EC%B1%85%29.hwp
201500511,1,㈜마이비,20160504,IT검사실,"경영유의 2건, 개선 1건",-,주의 1건,201500511_마이비_제재내용_공시.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500511_%EB%A7%88%EC%9D%B4%EB%B9%84_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C.pdf
201500509,1,에스케이플래닛(주),20160504,IT검사실,경영유의 4건,-,주의 2건,201500509_에스케이플래닛_제재내용_공시.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500509_%EC%97%90%EC%8A%A4%EC%BC%80%EC%9D%B4%ED%94%8C%EB%9E%98%EB%8B%9B_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C.pdf
201600023,1,라이나생명보험주식회사,20160425,IT검사실,개선 4건,직원 제재대상,첨부파일,201600023_라이나생명 제재내용 공개.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201600023_%EB%9D%BC%EC%9D%B4%EB%82%98%EC%83%9D%EB%AA%85+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C.hwp
201600020,1,효성캐피탈주식회사,20160422,IT검사실,개선 5건,직원 제재대상,첨부파일,201600020_효성캐피탈_제재내용_공시.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201600020_%ED%9A%A8%EC%84%B1%EC%BA%90%ED%94%BC%ED%83%88_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C.pdf
201500883,1,상호저축은행중앙회,20160421,IT검사실,개선 7건,직원 제재대상,첨부파일,201500883_160425_저축은행중앙회_제재내용_공시_FN.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500883_160425_%EC%A0%80%EC%B6%95%EC%9D%80%ED%96%89%EC%A4%91%EC%95%99%ED%9A%8C_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C_FN.hwp
201600022,1,NH선물주식회사,20160418,IT검사실,"경영유의 2건, 개선사항 4건",직원 제재대상,첨부파일,201600022_20160420_NH선물_제재공시_복.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201600022_20160420_NH%EC%84%A0%EB%AC%BC_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C_%EB%B3%B5.hwp
201600024,1,하이투자증권(주),20160418,IT검사실,개선사항 3건,직원 제재대상,첨부파일,201600024_20160420_하이투자증권_제재공시_복호화.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201600024_20160420_%ED%95%98%EC%9D%B4%ED%88%AC%EC%9E%90%EC%A6%9D%EA%B6%8C_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C_%EB%B3%B5%ED%98%B8%ED%99%94.hwp
201500850,1,㈜케이에스넷,20160412,IT검사실,개선사항 5건,직원 제재대상,첨부파일,201500850_160412_케이에스넷_제재내용_공시_FN.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500850_160412_%EC%BC%80%EC%9D%B4%EC%97%90%EC%8A%A4%EB%84%B7_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C_FN.hwp
201600021,1,에이스생명보험주식회사,20160408,IT검사실,"개선사항 4건, 경영유의 2건",직원 제재대상,첨부파일,201600021_에이스생명보험_제재내용_공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201600021_%EC%97%90%EC%9D%B4%EC%8A%A4%EC%83%9D%EB%AA%85%EB%B3%B4%ED%97%98_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C.hwp
201500852,1,㈜비엔케이시스템,20160324,IT검사실,경영유의 1건,직원 제재대상,첨부파일,201500852_20160331_BNK_제재내용_공개.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500852_20160331_BNK_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EA%B0%9C.pdf
201500851,1,(주)KB데이타시스템,20160324,IT검사실,"경영유의 1건, 개선 1건",직원 제재대상,첨부파일,201500851_160331_KB데이타시스템_제재내용_공개.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500851_160331_KB%EB%8D%B0%EC%9D%B4%ED%83%80%EC%8B%9C%EC%8A%A4%ED%85%9C_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EA%B0%9C.pdf
201500381,1,㈜한국스마트카드,20160303,IT검사실,"개선 1건, 경영유의 2건",직원 제재대상,주의 2명,201500381_160303_한국스마트카드_제재내용_공시_FN.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500381_160303_%ED%95%9C%EA%B5%AD%EC%8A%A4%EB%A7%88%ED%8A%B8%EC%B9%B4%EB%93%9C_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C_FN.hwp
201500729,1,(주)케이알파트너스,20160303,IT검사실,개선 5건,직원 제재대상,첨부파일,201500729_160303_케이알파트너스_제재내용_공시_FN.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500729_160303_%EC%BC%80%EC%9D%B4%EC%95%8C%ED%8C%8C%ED%8A%B8%EB%84%88%EC%8A%A4_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C_FN.hwp
201500728,1,㈜한국사이버결제,20160303,IT검사실,"개선 1건, 경영유의 1건",직원 제재대상,첨부파일,201500728_160303_한국사이버결제_제재내용_공시_FN.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500728_160303_%ED%95%9C%EA%B5%AD%EC%82%AC%EC%9D%B4%EB%B2%84%EA%B2%B0%EC%A0%9C_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C_FN.hwp
201500533,1,전국은행연합회,20160223,IT금융정보보호단,"기관주의, 과태료 6백만원, 개선사항 3건",직원 제재대상,주의 1명,201500533_160223-은행연합회_ 제재내용 공시안.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500533_160223-%EC%9D%80%ED%96%89%EC%97%B0%ED%95%A9%ED%9A%8C_+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EC%8B%9C%EC%95%88.hwp
201500793,1,케이티캐피탈,20160205,IT검사실,"경영유의사항 1건, 개선사항 1건",직원 제재대상,첨부파일,201500793_20160211_케이티캐피탈_제재공시_복호화.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500793_20160211_%EC%BC%80%EC%9D%B4%ED%8B%B0%EC%BA%90%ED%94%BC%ED%83%88_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C_%EB%B3%B5%ED%98%B8%ED%99%94.hwp
201500642,1,신한신용정보 주식회사,20160204,IT·금융정보보호단,"기관주의, 과태료 3,525만원, 개선 4건",해당사항 없음,자율처리 필요사항으로 통보,201500642_제재내용 홈페이지 공개안.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500642_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%ED%99%88%ED%8E%98%EC%9D%B4%EC%A7%80+%EA%B3%B5%EA%B0%9C%EC%95%88.hwp
201500802,1,나라신용정보 주식회사,20160129,IT금융정보보호단,개선 3건,해당사항 없음,해당사항 없음,201500802_제재내용 홈페이지 공개안.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500802_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%ED%99%88%ED%8E%98%EC%9D%B4%EC%A7%80+%EA%B3%B5%EA%B0%9C%EC%95%88.hwp
201500590,1,삼성선물주식회사,20160126,IT검사실,개선사항 4건,직원 제재대상,첨부파일,201500590_삼성선물_제재공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500590_%EC%82%BC%EC%84%B1%EC%84%A0%EB%AC%BC_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.hwp
201500589,1,HMC투자증권,20160126,IT검사실,"경영유의사항 3건, 개선사항 4건",직원 제재대상,첨부파일,201500589_HMC투자증권_제재공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500589_HMC%ED%88%AC%EC%9E%90%EC%A6%9D%EA%B6%8C_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.hwp
201500849,1,나이스정보통신㈜,20160126,IT검사실,"개선 2건, 경영유의 1건",직원 제재대상,첨부파일,201500849_150126_나이스정보통신_제재내용_공시_FN.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500849_150126_%EB%82%98%EC%9D%B4%EC%8A%A4%EC%A0%95%EB%B3%B4%ED%86%B5%EC%8B%A0_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C_FN.hwp
201500791,1,악사손해보험주식회사,20160115,IT검사실,개선사항 4건,직원 제재대상,첨부파일,201500791_악사손해보험 제재내용 공개.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500791_%EC%95%85%EC%82%AC%EC%86%90%ED%95%B4%EB%B3%B4%ED%97%98+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EA%B0%9C.hwp
201500794,1,전북은행,20160115,IT검사실,개선 1건,직원 제재대상,첨부파일,201500794_전북은행_제재내용_공개.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500794_%EC%A0%84%EB%B6%81%EC%9D%80%ED%96%89_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EA%B0%9C.pdf
201500366,1,에스씨아이평가정보 주식회사,20160107,IT금융정보보호단,"기관주의, 과태료 160만원, 개선 3건",해당사항 없음,"주의 12명, 퇴직자 위법사실 통지",201500366_제재내용 홈페이지 공개안.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500366_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%ED%99%88%ED%8E%98%EC%9D%B4%EC%A7%80+%EA%B3%B5%EA%B0%9C%EC%95%88.hwp
201500790,1,푸르덴셜생명보험주식회사,20151229,IT검사실,개선사항 1건,직원 제재대상,첨부파일,201500790_20151229_푸르덴셜생명보험_제재공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500790_20151229_%ED%91%B8%EB%A5%B4%EB%8D%B4%EC%85%9C%EC%83%9D%EB%AA%85%EB%B3%B4%ED%97%98_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.hwp
201500753,1,미래에셋생명보험주식회사,20151229,IT검사실,개선사항 4건,직원 제재대상,첨부파일,201500753_20151229_미래에셋생명_제재공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500753_20151229_%EB%AF%B8%EB%9E%98%EC%97%90%EC%85%8B%EC%83%9D%EB%AA%85_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.hwp
201500581,1,에이치케이저축은행,20151221,IT검사실,경영유의 1건,직원 제재대상,첨부파일,201500581_HK저축은행_제재공시.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500581_HK%EC%A0%80%EC%B6%95%EC%9D%80%ED%96%89_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.pdf
201500586,1,IBK투자증권,20151208,IT검사실,"경영유의사항 2건, 개선사항 4건",직원 제재대상,첨부파일,201500586_151209 IBK투자증권 제재공시-F.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500586_151209+IBK%ED%88%AC%EC%9E%90%EC%A6%9D%EA%B6%8C+%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C-F.hwp
201500508,1,㈜올앳,20151202,IT검사실,경영유의 1건,직원 제재대상,첨부파일,201500508_올앳_제재공시_fn.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500508_%EC%98%AC%EC%95%B3_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C_fn.pdf
201500380,1,㈜이베이코리아,20151202,IT검사실,개선 3건,직원 제재대상,첨부파일,201500380_20151208 이베이코리아_제재공시.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500380_20151208+%EC%9D%B4%EB%B2%A0%EC%9D%B4%EC%BD%94%EB%A6%AC%EC%95%84_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.pdf
201500379,1,㈜엘지씨엔에스,20151202,IT검사실,"개선 1건, 경영유의 2건",직원 제재대상,첨부파일,201500379_151202_엘지씨엔에스_제재내용_공시_FN.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500379_151202_%EC%97%98%EC%A7%80%EC%94%A8%EC%97%94%EC%97%90%EC%8A%A4_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C_FN.hwp
201500376,1,하이플러스카드㈜,20151202,IT검사실,"경영유의 1건, 개선 1건",직원 제재대상,첨부파일,201500376_하이플러스카드_제재공시_fn.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500376_%ED%95%98%EC%9D%B4%ED%94%8C%EB%9F%AC%EC%8A%A4%EC%B9%B4%EB%93%9C_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C_fn.pdf
201500584,1,아주캐피탈주식회사,20151202,IT검사실,"경영유의 1건, 개선 1건",직원 제재대상,첨부파일,201500584_아주캐피탈_제재공시_fn.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500584_%EC%95%84%EC%A3%BC%EC%BA%90%ED%94%BC%ED%83%88_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C_fn.pdf
201500382,1,네이버 주식회사,20151202,IT검사실,경영유의 1건,직원 제재대상,첨부파일,201500382_20151202 네이버(0720-0724) 검사서_공시.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500382_20151202+%EB%84%A4%EC%9D%B4%EB%B2%84%280720-0724%29+%EA%B2%80%EC%82%AC%EC%84%9C_%EA%B3%B5%EC%8B%9C.pdf
201500588,1,에이아이지손해보험주식회사,20151124,IT검사실,개선사항 4건,직원 제재대상,첨부파일,201500588_20151124_AIG손해보험_제재공시F.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500588_20151124_AIG%EC%86%90%ED%95%B4%EB%B3%B4%ED%97%98_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9CF.hwp
201500583,1,이베스트투자증권(주),20151118,IT검사실,"경영유의사항 2건, 개선사항 3건",직원 제재대상,첨부파일,201500583_20151119_이베스트투자증권_제재공시_복호화.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500583_20151119_%EC%9D%B4%EB%B2%A0%EC%8A%A4%ED%8A%B8%ED%88%AC%EC%9E%90%EC%A6%9D%EA%B6%8C_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C_%EB%B3%B5%ED%98%B8%ED%99%94.hwp
201500585,1,교보라이프플래닛생명보험주식회사,20151113,IT검사실,개선사항 5건,직원 제재대상,첨부파일,201500585_20151123_교보라이프플래닛_제재공시F.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500585_20151123_%EA%B5%90%EB%B3%B4%EB%9D%BC%EC%9D%B4%ED%94%84%ED%94%8C%EB%9E%98%EB%8B%9B_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9CF.hwp
201500582,1,비엔피파리바카디프생명보험주식회사,20151113,IT검사실,개선사항 5건,직원 제재대상,첨부파일,201500582_20151123_카디프_제재공시F.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500582_20151123_%EC%B9%B4%EB%94%94%ED%94%84_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9CF.hwp
201500375,1,세틀뱅크㈜,20151102,IT검사실,개선 3건,직원 제재대상,첨부파일,201500375_세틀뱅크_제재내용 공시_게시용_fn.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500375_%EC%84%B8%ED%8B%80%EB%B1%85%ED%81%AC_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EC%8B%9C_%EA%B2%8C%EC%8B%9C%EC%9A%A9_fn.pdf
201500377,1,씨제이올리브네트웍스(주),20151102,IT검사실,경영유의 1건,직원 제재대상,첨부파일,201500377_151102_씨제이올리브네트웍스_제재공시_fn.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500377_151102_%EC%94%A8%EC%A0%9C%EC%9D%B4%EC%98%AC%EB%A6%AC%EB%B8%8C%EB%84%A4%ED%8A%B8%EC%9B%8D%EC%8A%A4_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C_fn.hwp
201500378,1,이지스엔터프라이즈㈜,20151102,IT검사실,"경영유의 2건, 개선 2건",직원 제재대상,첨부파일,201500378_이지스엔터프라이즈_제재내용 공시_게시용_fn.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500378_%EC%9D%B4%EC%A7%80%EC%8A%A4%EC%97%94%ED%84%B0%ED%94%84%EB%9D%BC%EC%9D%B4%EC%A6%88_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EC%8B%9C_%EA%B2%8C%EC%8B%9C%EC%9A%A9_fn.pdf
201500232,1,푸른상호저축은행,20150925,IT검사실,"경영유의 1건, 개선 4건",직원 제재대상,첨부파일,201500232_20151001 푸른저축은행_제재내용 공시_게시용.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500232_20151001+%ED%91%B8%EB%A5%B8%EC%A0%80%EC%B6%95%EC%9D%80%ED%96%89_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EC%8B%9C_%EA%B2%8C%EC%8B%9C%EC%9A%A9.pdf
201500294,1,(주)신한데이타시스템,20150917,IT검사실,경영유의 1건,직원 제재대상,첨부파일,201500294_신한데이타시스템 제재내용공개.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500294_%EC%8B%A0%ED%95%9C%EB%8D%B0%EC%9D%B4%ED%83%80%EC%8B%9C%EC%8A%A4%ED%85%9C+%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9%EA%B3%B5%EA%B0%9C.pdf
201500227,1,KB캐피탈,20150911,IT검사실,개선 1건,직원 제재대상,첨부파일,201500227_20150916 KB캐피탈_제재내용 공시_게시용.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500227_20150916+KB%EC%BA%90%ED%94%BC%ED%83%88_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EC%8B%9C_%EA%B2%8C%EC%8B%9C%EC%9A%A9.hwp
201500225,1,에스비아이저축은행,20150902,IT검사실,"경영유의 2건, 개선 1건",직원 제재대상,첨부파일,201500225_20150908 SBI저축은행 검사서_공시용_복2.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500225_20150908+SBI%EC%A0%80%EC%B6%95%EC%9D%80%ED%96%89+%EA%B2%80%EC%82%AC%EC%84%9C_%EA%B3%B5%EC%8B%9C%EC%9A%A9_%EB%B3%B52.pdf
201400656,1,현대증권주식회사,20150727,IT금융정보보호단,개선 7건,직원 제재대상,조치의뢰 2건,201400656_현대증권_제재공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400656_%ED%98%84%EB%8C%80%EC%A6%9D%EA%B6%8C_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.hwp
201401020,1,㈜엘지유플러스,20150727,IT검사실,"경영유의 1건, 개선 1건",직원 제재대상,주의 2건,201401020_20150804 LGU+ 검사서_공시용_복호.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201401020_20150804+LGU%2B+%EA%B2%80%EC%82%AC%EC%84%9C_%EA%B3%B5%EC%8B%9C%EC%9A%A9_%EB%B3%B5%ED%98%B8.pdf
201500226,1,부국증권주식회사,20150720,IT검사실,경영유의 3건,직원 제재대상,첨부파일,201500226_부국증권_제재공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500226_%EB%B6%80%EA%B5%AD%EC%A6%9D%EA%B6%8C_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.hwp
201500231,1,유진투자증권주식회사,20150720,IT검사실,"개선 1건, 경영유의 3건",직원 제재대상,첨부파일,201500231_유진투자증권_제재공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500231_%EC%9C%A0%EC%A7%84%ED%88%AC%EC%9E%90%EC%A6%9D%EA%B6%8C_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.hwp
201500228,1,키움증권(주),20150720,IT검사실,경영유의 3건,직원 제재대상,첨부파일,201500228_키움증권_제재공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500228_%ED%82%A4%EC%9B%80%EC%A6%9D%EA%B6%8C_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C.hwp
201500230,1,메트라이프생명보험(주),20150707,IT검사실,"개선 2건, 경영유의 1건",직원 제재대상,첨부파일,201500230_(메트라이프생명)제재내용 공시_fn.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500230_%28%EB%A9%94%ED%8A%B8%EB%9D%BC%EC%9D%B4%ED%94%84%EC%83%9D%EB%AA%85%29%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9+%EA%B3%B5%EC%8B%9C_fn.pdf
201500233,1,엠지손해보험주식회사,20150701,IT검사실,"개선 3건, 경영유의 1건",직원 제재대상,첨부파일,201500233_20150701_엠지손해보험_제재내용_공시.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500233_20150701_%EC%97%A0%EC%A7%80%EC%86%90%ED%95%B4%EB%B3%B4%ED%97%98_%EC%A0%9C%EC%9E%AC%EB%82%B4%EC%9A%A9_%EA%B3%B5%EC%8B%9C.hwp
201500327,1,씨티크레딧서비스신용정보 주식회사,20150622,IT금융정보보호단,개선 4건,-,-,201500327_씨티크레딧서비스신용정보_공시안.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201500327_%EC%94%A8%ED%8B%B0%ED%81%AC%EB%A0%88%EB%94%A7%EC%84%9C%EB%B9%84%EC%8A%A4%EC%8B%A0%EC%9A%A9%EC%A0%95%EB%B3%B4_%EA%B3%B5%EC%8B%9C%EC%95%88.pdf
201400632,1,롯데카드(주),20150612,IT검사실,"경영유의 2건, 개선 2건",직원 제재대상,첨부파일,201400632_20150612 롯데카드 검사서_공시용_복호.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400632_20150612+%EB%A1%AF%EB%8D%B0%EC%B9%B4%EB%93%9C+%EA%B2%80%EC%82%AC%EC%84%9C_%EA%B3%B5%EC%8B%9C%EC%9A%A9_%EB%B3%B5%ED%98%B8.pdf
201400650,1,중소기업은행,20150605,IT검사실,"경영유의 1건, 개선 3건",직원 제재대상,조치의뢰 2건,201400650_20150605_중소기업은행_제재공시_Fn.hwp,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400650_20150605_%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85%EC%9D%80%ED%96%89_%EC%A0%9C%EC%9E%AC%EA%B3%B5%EC%8B%9C_Fn.hwp
201400651,1,아이비케이저축은행,20150529,IT검사실,"경영유의 1건, 개선 2건",직원 제재대상,조치의뢰 2건,201400651_20150602 IBK저축은행 검사서_공시용_복.pdf,https://www.fss.or.kr/fss.hpdownload?path=/dtm/opn/&file=201400651_20150602+IBK%EC%A0%80%EC%B6%95%EC%9D%80%ED%96%89+%EA%B2%80%EC%82%AC%EC%84%9C_%EA%B3%B5%EC%8B%9C%EC%9A%A9_%EB%B3%B5.pdf
